Name,Domain,Status,Notes,Sources,clean_domain,russian_prop
lipetsk-news[.]net,lipetsk-news[.]net,,,[51],lipetsk-news.net,1
lithuania-news[.]com,lithuania-news[.]com,,,[52],lithuania-news.com,1
lnr-news[.]ru,lnr-news[.]ru,,,[51],lnr-news.ru,1
lugansk-news[.]ru,lugansk-news[.]ru,,,[51],lugansk-news.ru,1
lvov-news[.]ru,lvov-news[.]ru,,,[51],lvov-news.ru,1
magadan-news[.]net,magadan-news[.]net,,,[51],magadan-news.net,1
mariel-news[.]net,mariel-news[.]net,,,[51],mariel-news.net,1
mariupol-news[.]ru,mariupol-news[.]ru,,,[51],mariupol-news.ru,1
melitopol-news[.]ru,melitopol-news[.]ru,,,[51],melitopol-news.ru,1
moldova-news[.]com,moldova-news[.]com,,,[52],moldova-news.com,1
moskva-news[.]com,moskva-news[.]com,,,[51],moskva-news.com,1
msk-news[.]net,msk-news[.]net,,,[51],msk-news.net,1
murmansk-news[.]net,murmansk-news[.]net,,,[51],murmansk-news.net,1
nabchelny-news[.]ru,nabchelny-news[.]ru,,,[51],nabchelny-news.ru,1
nalchik-news[.]net,nalchik-news[.]net,,,[51],nalchik-news.net,1
nao-news[.]net,nao-news[.]net,,,[51],nao-news.net,1
news-armenia[.]com,news-armenia[.]com,,,[52],news-armenia.com,1
news-balashiha[.]ru,news-balashiha[.]ru,,,[51],news-balashiha.ru,1
news-estonia[.]com,news-estonia[.]com,,,[52],news-estonia.com,1
news-kharkov[.]ru,news-kharkov[.]ru,,,[51],news-kharkov.ru,1
news-kiev[.]ru,news-kiev[.]ru,,,[51],news-kiev.ru,1
news-makeevka[.]ru,news-makeevka[.]ru,,,[51],news-makeevka.ru,1
news-odessa[.]ru,news-odessa[.]ru,,,[51][53],news-odessa.ru,1
news-pravda[.]com,news-pravda[.]com,,,[52][54],news-pravda.com,1
news-surgut[.]ru,news-surgut[.]ru,,,[51],news-surgut.ru,1
niknews.com[.]ua,niknews.com[.]ua,,,[51],niknews.com.ua,1
nikolaev-news[.]ru,nikolaev-news[.]ru,,,[51],nikolaev-news.ru,1
nikolaevnews.com[.]ua,nikolaevnews.com[.]ua,,,[51],nikolaevnews.com.ua,1
nikopol-news[.]ru,nikopol-news[.]ru,,,[51],nikopol-news.ru,1
nk-news[.]ru,nk-news[.]ru,,,[51],nk-news.ru,1
nn-news[.]net,nn-news[.]net,,,[51],nn-news.net,1
norilsk-news[.]ru,norilsk-news[.]ru,,,[51],norilsk-news.ru,1
novgorod-news[.]net,novgorod-news[.]net,,,[51],novgorod-news.net,1
novosibirsk-news[.]net,novosibirsk-news[.]net,,,[51],novosibirsk-news.net,1
novyny.kr[.]ua,novyny.kr[.]ua,,,[51],novyny.kr.ua,1
novyny.zt[.]ua,novyny.zt[.]ua,,,[51],novyny.zt.ua,1
omsk-news[.]net,omsk-news[.]net,,,[51],omsk-news.net,1
orel-news[.]net,orel-news[.]net,,,[51],orel-news.net,1
orenburg-news[.]net,orenburg-news[.]net,,,[51],orenburg-news.net,1
pavlograd-news[.]ru,pavlograd-news[.]ru,,,[51],pavlograd-news.ru,1
penza-news[.]net,penza-news[.]net,,,[51],penza-news.net,1
perm-news[.]net,perm-news[.]net,,,[51],perm-news.net,1
piter-news[.]net,piter-news[.]net,,,[51],piter-news.net,1
poltava-news[.]ru,poltava-news[.]ru,,,[51],poltava-news.ru,1
pravda-de[.]com,pravda-de[.]com,,,[51][55],pravda-de.com,1
Pravda EN,pravda-en[.]com,,,[51][53][55],pravda-en.com,1
pravda-es[.]com,pravda-es[.]com,,,[51][55],pravda-es.com,1
pravda-fr[.]com,pravda-fr[.]com,,,[51][55],pravda-fr.com,1
pravda-pl[.]com,pravda-pl[.]com,,,[51][55],pravda-pl.com,1
pravda-nl[.]com,pravda-nl[.]com,,,[56],pravda-nl.com,1
pravda-dk[.]com,pravda-dk[.]com,,,[56],pravda-dk.com,1
pravda-se[.]com,pravda-se[.]com,,,[56],pravda-se.com,1
pravda-fi[.]com,pravda-fi[.]com,,,[56],pravda-fi.com,1
pravda-ee[.]com,pravda-ee[.]com,,,[56],pravda-ee.com,1
pravda-lt[.]com,pravda-lt[.]com,,,[56],pravda-lt.com,1
pravda-lv[.]com,pravda-lv[.]com,,,[56],pravda-lv.com,1
pravda-cz[.]com,pravda-cz[.]com,,,[56],pravda-cz.com,1
pravda-sk[.]com,pravda-sk[.]com,,,[56],pravda-sk.com,1
pravda-si[.]com,pravda-si[.]com,,,[56],pravda-si.com,1
pravda-hr[.]com,pravda-hr[.]com,,,[56],pravda-hr.com,1
pravda-hu[.]com,pravda-hu[.]com,,,[56],pravda-hu.com,1
pravda-ro[.]com,pravda-ro[.]com,,,[56],pravda-ro.com,1
pravda-bg[.]com,pravda-bg[.]com,,,[56],pravda-bg.com,1
pravda-gr[.]com,pravda-gr[.]com,,,[56],pravda-gr.com,1
pravda-cy[.]com,pravda-cy[.]com,,,[56],pravda-cy.com,1
pravda-it[.]com,pravda-it[.]com,,,[56],pravda-it.com,1
pravda-ie[.]com,pravda-ie[.]com,,,[56],pravda-ie.com,1
pravda-pt[.]com,pravda-pt[.]com,,,[56],pravda-pt.com,1
pravda-al[.]com,pravda-al[.]com,,,[56],pravda-al.com,1
pravda-ba[.]com,pravda-ba[.]com,,,[56],pravda-ba.com,1
pravda-mk[.]com,pravda-mk[.]com,,,[56],pravda-mk.com,1
pravda-md[.]com,pravda-md[.]com,,,[56],pravda-md.com,1
pravda-rs[.]com,pravda-rs[.]com,,,[56],pravda-rs.com,1
pravda-no[.]com,pravda-no[.]com,,,[56],pravda-no.com,1
pravda-cf[.]com,pravda-cf[.]com,,,[56],pravda-cf.com,1
pravda-bf[.]com,pravda-bf[.]com,,,[56],pravda-bf.com,1
pravda-ne[.]com,pravda-ne[.]com,,,[56],pravda-ne.com,1
pravda-jp[.]com,pravda-jp[.]com,,,[56],pravda-jp.com,1
pravda-tw[.]com,pravda-tw[.]com,,,[56],pravda-tw.com,1
pravda-ko[.]com,pravda-ko[.]com,,,[56],pravda-ko.com,1
pskov-news[.]net,pskov-news[.]net,,,[51],pskov-news.net,1
rostov-news[.]net,rostov-news[.]net,,,[51],rostov-news.net,1
rovno-news[.]ru,rovno-news[.]ru,,,[51],rovno-news.ru,1
ryazan-news[.]net,ryazan-news[.]net,,,[51],ryazan-news.net,1
sakhalin-news[.]net,sakhalin-news[.]net,,,[51],sakhalin-news.net,1
samara-news[.]net,samara-news[.]net,,,[51],samara-news.net,1
saransk-news[.]net,saransk-news[.]net,,,[51],saransk-news.net,1
saratov-news[.]net,saratov-news[.]net,,,[51],saratov-news.net,1
sevastopol-news[.]com,sevastopol-news[.]com,,,[51],sevastopol-news.com,1
slavyansk-news[.]ru,slavyansk-news[.]ru,,,[51],slavyansk-news.ru,1
smolensk-news[.]net,smolensk-news[.]net,,,[51],smolensk-news.net,1
sochi-news[.]net,sochi-news[.]net,,,[51],sochi-news.net,1
stavropol-news[.]net,stavropol-news[.]net,,,[51],stavropol-news.net,1
sumy-news[.]ru,sumy-news[.]ru,,,[51],sumy-news.ru,1
tagil-news[.]ru,tagil-news[.]ru,,,[51],tagil-news.ru,1
tambov-news[.]net,tambov-news[.]net,,,[51],tambov-news.net,1
ternopol-news[.]ru,ternopol-news[.]ru,,,[51],ternopol-news.ru,1
tiraspol-news[.]ru,tiraspol-news[.]ru,,,[51],tiraspol-news.ru,1
tolyatti-news[.]net,tolyatti-news[.]net,,,[51],tolyatti-news.net,1
tomsk-news[.]net,tomsk-news[.]net,,,[51],tomsk-news.net,1
topnews.ck[.]ua,topnews.ck[.]ua,,,[51],topnews.ck.ua,1
topnews.cn[.]ua,topnews.cn[.]ua,,,[51],topnews.cn.ua,1
topnews.cv[.]ua,topnews.cv[.]ua,,,[51],topnews.cv.ua,1
topnews.kiev[.]ua,topnews.kiev[.]ua,,,[51],topnews.kiev.ua,1
topnews.km[.]ua,topnews.km[.]ua,,,[51],topnews.km.ua,1
topnews.kr[.]ua,topnews.kr[.]ua,,,[51],topnews.kr.ua,1
topnews.ks[.]ua,topnews.ks[.]ua,,,[51],topnews.ks.ua,1
topnews.lg[.]ua,topnews.lg[.]ua,,,[51],topnews.lg.ua,1
topnews.odessa[.]ua,topnews.odessa[.]ua,,,[51],topnews.odessa.ua,1
topnews.pl[.]ua,topnews.pl[.]ua,,,[51],topnews.pl.ua,1
topnews.rv[.]ua,topnews.rv[.]ua,,,[51],topnews.rv.ua,1
topnews.sebastopol[.]ua,topnews.sebastopol[.]ua,,,[51],topnews.sebastopol.ua,1
topnews.sumy[.]ua,topnews.sumy[.]ua,,,[51],topnews.sumy.ua,1
topnews[.]uz[.]ua,topnews[.]uz[.]ua,,,[51][53],topnews.uz.ua,1
topnews.vn[.]ua,topnews.vn[.]ua,,,[51],topnews.vn.ua,1
topnews.volyn[.]ua,topnews.volyn[.]ua,,,[51],topnews.volyn.ua,1
topnews.zp[.]ua,topnews.zp[.]ua,,,[51],topnews.zp.ua,1
topnews.zt[.]ua,topnews.zt[.]ua,,,[51],topnews.zt.ua,1
tula-news[.]net,tula-news[.]net,,,[51],tula-news.net,1
tuva-news[.]net,tuva-news[.]net,,,[51],tuva-news.net,1
tver-news[.]net,tver-news[.]net,,,[51],tver-news.net,1
tyumen-news[.]net,tyumen-news[.]net,,,[51],tyumen-news.net,1
uanews.ck[.]ua,uanews.ck[.]ua,,,[51],uanews.ck.ua,1
uanews.cn[.]ua,uanews.cn[.]ua,,,[51],uanews.cn.ua,1
uanews.crimea[.]ua,uanews.crimea[.]ua,,,[51],uanews.crimea.ua,1
uanews.cv[.]ua,uanews.cv[.]ua,,,[51],uanews.cv.ua,1
uanews.donetsk[.]ua,uanews.donetsk[.]ua,,,[51],uanews.donetsk.ua,1
uanews.dp[.]ua,uanews.dp[.]ua,,,[51],uanews.dp.ua,1
uanews.if[.]ua,uanews.if[.]ua,,,[51],uanews.if.ua,1
uanews.kharkiv[.]ua,uanews.kharkiv[.]ua,,,[51],uanews.kharkiv.ua,1
uanews.km[.]ua,uanews.km[.]ua,,,[51],uanews.km.ua,1
uanews.kr[.]ua,uanews.kr[.]ua,,,[51],uanews.kr.ua,1
uanews.ks[.]ua,uanews.ks[.]ua,,,[51],uanews.ks.ua,1
uanews.lg[.]ua,uanews.lg[.]ua,,,[51],uanews.lg.ua,1
uanews.lviv[.]ua,uanews.lviv[.]ua,,,[51],uanews.lviv.ua,1
uanews.odessa[.]ua,uanews.odessa[.]ua,,,[51],uanews.odessa.ua,1
uanews.pl[.]ua,uanews.pl[.]ua,,,[51],uanews.pl.ua,1
uanews.rv[.]ua,uanews.rv[.]ua,,,[51],uanews.rv.ua,1
uanews.sumy[.]ua,uanews.sumy[.]ua,,,[51],uanews.sumy.ua,1
uanews.te[.]ua,uanews.te[.]ua,,,[51],uanews.te.ua,1
uanews.uz[.]ua,uanews.uz[.]ua,,,[51],uanews.uz.ua,1
uanews.vn[.]ua,uanews.vn[.]ua,,,[51],uanews.vn.ua,1
uanews.volyn[.]ua,uanews.volyn[.]ua,,,[51],uanews.volyn.ua,1
uanews.zp[.]ua,uanews.zp[.]ua,,,[51],uanews.zp.ua,1
uanews.zt[.]ua,uanews.zt[.]ua,,,[51],uanews.zt.ua,1
udmurt-news[.]net,udmurt-news[.]net,,,[51],udmurt-news.net,1
ufa-news[.]net,ufa-news[.]net,,,[51],ufa-news.net,1
ugra-news[.]net,ugra-news[.]net,,,[51],ugra-news.net,1
ulyanovsk-news[.]net,ulyanovsk-news[.]net,,,[51],ulyanovsk-news.net,1
ural-news[.]net,ural-news[.]net,,,[51],ural-news.net,1
uzhgorod-news[.]ru,uzhgorod-news[.]ru,,,[51],uzhgorod-news.ru,1
vin-news[.]ru,vin-news[.]ru,,,[51],vin-news.ru,1
vladikavkaz-news[.]net,vladikavkaz-news[.]net,,,[51],vladikavkaz-news.net,1
vladimir-news[.]net,vladimir-news[.]net,,,[51],vladimir-news.net,1
vladivostok-news[.]net,vladivostok-news[.]net,,,[51],vladivostok-news.net,1
volgograd-news[.]net,volgograd-news[.]net,,,[51],volgograd-news.net,1
vologda-news[.]net,vologda-news[.]net,,,[51],vologda-news.net,1
volyn-news[.]ru,volyn-news[.]ru,,,[51],volyn-news.ru,1
volzhskiy-news[.]ru,volzhskiy-news[.]ru,,,[51],volzhskiy-news.ru,1
voronezh-news[.]net,voronezh-news[.]net,,,[51],voronezh-news.net,1
yakutsk-news[.]net,yakutsk-news[.]net,,,[51],yakutsk-news.net,1
yamal-news[.]net,yamal-news[.]net,,,[51],yamal-news.net,1
yaroslavl-news[.]net,yaroslavl-news[.]net,,,[51],yaroslavl-news.net,1
zhitomir-news[.]ru,zhitomir-news[.]ru,,,[51],zhitomir-news.ru,1
zp-news[.]ru,zp-news[.]ru,,,[51],zp-news.ru,1
actualidad-rt[.]com,actualidad-rt[.]com,,"Alternative domain for RT, created after the Russo-Ukrainian War in 2022 to circumvent the broadcast ban in the European Union.",[57],actualidad-rt.com,1
Africa-rt.com,africa-rt.com,,"Domain for RT, targeting French-speakers in African countries.",[58],africa-rt.com,1
esrt[.]press,esrt[.]press,,"Alternative domain for RT, created after the Russo-Ukrainian War in 2022 to circumvent the broadcast ban in the European Union.",[57],esrt.press,1
estr[.]online,estr[.]online,,"Alternative domain for RT, created after the Russo-Ukrainian War in 2022 to circumvent the broadcast ban in the European Union.",[57],estr.online,1
In the Now,inthenow[.]media,,"Originally a show on RT that became its own project in 2016. Its content was reposted on RT, and one of its employees also worked at Redfish. Owned by Maffick. Noted by researchers to primarily target younger and left-learning audiences and aim to worsen political divisions in the United States. Described by researchers as using ""overt propaganda strategies"" in its coverage of the Black Lives Matter protests of 2020.",[59][60][61][62],inthenow.media,1
Redfish,redfish[.]media,,"Staffed by Lizzie Phelan, who previously worked for RT and Press TV. At least four other correspondents had previously worked for Russian state media. Presents itself as a ""grassroots"" and left-wing media startup. Its content is reposted on RT. Accused by Vice of being a front organization to spread propaganda from the Russian government. Described by propaganda researchers as having a sophisticated level of production, lacking direct display of ties to Russia, and reaching its audience's feelings of indignation at perceived hypocrisy in its use of whataboutism. Noted by researchers to primarily target younger and left-learning audiences and aim to worsen political divisions in the United States. Described by researchers as using ""overt propaganda strategies"" in its coverage of the Black Lives Matter protests of 2020.",[60][61][62][63],redfish.media,1
RT,rt.com,,"Funded by the Russian federal government. Accused by the Global Disinformation Index of spreading disinformation on 5G, COVID-19 and the 2020 US presidential election. Identified by the Center for Countering Digital Hate as a major distributor of climate change denialism.",[64][65][66][67][68][69][70][71][72][6],rt.com,1
Ruptly,ruptly[.]tv,,"Subsidiary of RT. Noted by researchers to primarily target younger and left-learning audiences and aim to worsen political divisions in the United States. Described by researchers as using ""overt propaganda strategies"" in its coverage of the Black Lives Matter protests of 2020.",[60][61][62][73],ruptly.tv,1
Rt-afrique.com,rt-afrique.com,,"Domain for RT, targeting French-speakers in African countries.",[58],rt-afrique.com,1
Rtafrica.media,rtafrica.media,,"Domain for RT, targeting French-speakers in African countries.",[58],rtafrica.media,1
Rtafrique.online,rtafrique.online,,"Domain for RT, targeting French-speakers in African countries.",[58],rtafrique.online,1
britishtalks.com,britishtalks.com,,,[74],britishtalks.com,1
euronewstop.co.uk,euronewstop.co.uk,,,[74],euronewstop.co.uk,1
Newstop.africa,Newstop.africa,,,[74],newstop.africa,1
Britishattitudes.com,Britishattitudes.com,,,[74],britishattitudes.com,1
xn--aljaeera-4t0d[.]net,xn--aljaeera-4t0d[.]net,,"Spoofing of Al Jazeera. Likely part of an active measures campaign by the Russian government in 2017. Also part of Endless Mayfly, an Iran-affiliated disinformation campaign.",[76][77],xn--aljaeera-4t0d.net,1
theatlatnic[.]com,theatlatnic[.]com,,"Spoofing of The Atlantic. Likely part of an active measures campaign by the Russian government in 2017. Also part of Endless Mayfly, an Iran-affiliated disinformation campaign.",[76][77],theatlatnic.com,1
Channel3 Now,channel3now.com,Defunct,"Registered in Lithuania in 2023. Accused by investigative journalists and disinformation researchers of being linked to Russia and of originating the claim that falsely identified the perpetrator of the 2024 Southport stabbing, leading to the 2024 United Kingdom riots. Noted by The Guardian and The Telegraph of potentially using Generative AI in some of its stories. A subsequent BBC investigation in August 2024 did not find evidence of ties to the Russian state, and described the site as ""a commercial operation attempting to aggregate crime news while making money on social media.""[78]",[79][80][81][78][82][83][84][85][86],channel3now.com,1
Channel3 Now,fox3now.com,Defunct,"Registered in Lithuania in 2023. Accused by investigative journalists and disinformation researchers of being linked to Russia and of originating the claim that falsely identified the perpetrator of the 2024 Southport stabbing, leading to the 2024 United Kingdom riots. Noted by The Guardian and The Telegraph of potentially using Generative AI in some of its stories. A subsequent BBC investigation in August 2024 did not find evidence of ties to the Russian state, and described the site as ""a commercial operation attempting to aggregate crime news while making money on social media.""[78]",[79][80][81][78][82][83][84][85][86],fox3now.com,1
Channel3 Now,fox5now.com,Defunct,"Registered in Lithuania in 2023. Accused by investigative journalists and disinformation researchers of being linked to Russia and of originating the claim that falsely identified the perpetrator of the 2024 Southport stabbing, leading to the 2024 United Kingdom riots. Noted by The Guardian and The Telegraph of potentially using Generative AI in some of its stories. A subsequent BBC investigation in August 2024 did not find evidence of ties to the Russian state, and described the site as ""a commercial operation attempting to aggregate crime news while making money on social media.""[78]",[79][80][81][78][82][83][84][85][86],fox5now.com,1
Channel3 Now,fox7now.com,Defunct,"Registered in Lithuania in 2023. Accused by investigative journalists and disinformation researchers of being linked to Russia and of originating the claim that falsely identified the perpetrator of the 2024 Southport stabbing, leading to the 2024 United Kingdom riots. Noted by The Guardian and The Telegraph of potentially using Generative AI in some of its stories. A subsequent BBC investigation in August 2024 did not find evidence of ties to the Russian state, and described the site as ""a commercial operation attempting to aggregate crime news while making money on social media.""[78]",[79][80][81][78][82][83][84][85][86],fox7now.com,1
EurAsia Daily,eadaily.com,,"EADaily (Eurasia Daily) is a Russian-language news website that focuses on politics, economics, and international relations, particularly in the post-Soviet space. The website was founded in 2015 and positions itself as a provider of analytical journalism with a strong focus on Eurasian geopolitical issues. EADaily exhibits a strong pro-Russian, nationalist, and right-leaning bias, particularly in its coverage of international affairs. Its reporting often portrays Russia as a stabilizing force in global politics while casting Western nations, especially the United States, NATO, and the European Union, as aggressive or destabilizing actors. Coverage of conflicts involving Russia, such as the war in Ukraine, tends to present Ukrainian forces negatively while amplifying Russian military successes.",[87],eadaily.com,1
xn--theguardan-4ub[.]com,xn--theguardan-4ub[.]com,,"Spoofing of The Guardian that uses an IDN homograph attack in which the ""i"" in the ""guardian"" is replaced by the Turkish character ""Ä±"". Contains fabricated quotes from John Scarlett that suggest CIA and MI6 involvement in the Rose Revolution to weaken Russia. Likely part of an active measures campaign by the Russian government in 2017. Also part of Endless Mayfly, an Iran-affiliated disinformation campaign.",[76][77],xn--theguardan-4ub.com,1
xn--haarez-m17b[.]com,xn--haarez-m17b[.]com,,"Spoofing of Haaretz. Likely part of an active measures campaign by the Russian government in 2017. Also part of Endless Mayfly, an Iran-affiliated disinformation campaign.",[76][77],xn--haarez-m17b.com,1
lesoir[.]info,lesoir[.]info,,"Spoof of Le Soir. Part of Endless Mayfly, an Iran-affiliated disinformation campaign. Also used to spread a false claim about Emmanuel Macron's campaign being funded by Saudi Arabia during the 2017 French Presidential Election.",[76][88],lesoir.info,1
Media Alternatif,mediaalternatif.fr,,"Includes prompts for large language models in some of its articles. Cites an NGO founded by Yevgeny Prigozhin as a source for a unverified claim that Ukrainian children were kidnapped by a foundation run by Olena Zelenska. Lists a fictitious journalist as a writer on its site. The owner of the website domain, Host Master, is a company in Cyprus that was previously convicted of fraud for selling domain names that were very similar to Google and the French company.",[34][89],mediaalternatif.fr,1
NewsFront,news-front[.]info,,Funded by the FSB.,[90],news-front.info,1
Observateur Continental,ObservateurContinental[.]fr,,"Spread disinformation about COVID-19, including the false claim that COVID-19 is a bioweapon. Linked to Russian news agency InfoRos, which in turn is linked with the GRU.",[20],observateurcontinental.fr,1
Oneworld.press,Oneworld[.]press,,"Russian troll farm working to elect Donald Trump and pushing fake pandemic information. Linked to Russian news agency InfoRos, which in turn is linked with the GRU.",[91][20][6],oneworld.press,1
Patriot Pioneer,patrioticpioneer.com,,,[6][92],patrioticpioneer.com,1
Peace Data,peacedata[.]net,,"A website that purports to be an independent left-wing news outlet, linked to Russian state actors.",[93],peacedata.net,1
Seattle Tribune,seattle-tribune.com,,"Impersonates the Seattle Tribune, a defunct 20th century newspaper.",[94][95][96],seattle-tribune.com,1
SouthFront,southfront[.]org,,Accused by independent researchers of being sponsored by the Russian government.,[97][98][6],southfront.org,1
State Stage,statestage.org,,,[6][92],statestage.org,1
Veterans News Now,veteransnewsnow[.]com,,Accused by independent researchers of being sponsored by the Russian government.,[97][98],veteransnewsnow.com,1
Veterans Today,veteranstoday[.]com,,Accused by independent researchers of being sponsored by the Russian government.,[97][98],veteranstoday.com,1
